"celltype","n_NC","n_AD","feature","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Endo",732,1884,"HERVIP10F",0.10177699084272,-0.330719315427454,0.104,0.094,1
"Endo",732,1884,"MER41",0.102283070644202,-0.13479341106091,0.621,0.635,1
"Endo",732,1884,"MER50",0.109918457639683,-0.217069624581583,0.277,0.296,1
"Endo",732,1884,"MER101",0.114705126994969,0.0226139005090833,0.439,0.4,1
"Endo",732,1884,"HERVK13",0.121283296717635,-0.0224829863364781,0.221,0.206,1
"Endo",732,1884,"HUERS-P1",0.150654766916285,-0.167574655865303,0.389,0.404,1
"Endo",732,1884,"HERV4-I",0.17559819418328,0.198369651834776,0.297,0.261,1
"Endo",732,1884,"PABL-A",0.199920647949126,-0.29992170931317,0.157,0.165,1
"Endo",732,1884,"HERVP71A",0.204916950711977,0.509189646215623,0.124,0.1,1
"Endo",732,1884,"HERVI",0.241532374825094,-0.0967760700925131,0.358,0.363,1
"Endo",732,1884,"HUERS-P2",0.2441201271037,0.221466406799278,0.206,0.178,1
"Endo",732,1884,"ERV3-16A3-I",0.266090491691363,-0.0299821825951261,0.649,0.63,1
"Endo",732,1884,"MER4B",0.285347729297661,-0.0150059821532609,0.547,0.53,1
"Endo",732,1884,"HERVE",0.285483750280655,0.321548671630285,0.26,0.235,1
"Endo",732,1884,"HERVL18",0.31281432654666,-0.0320881404415956,0.062,0.051,1
"Endo",732,1884,"HERVK14",0.329638617081666,-0.359664117348731,0.106,0.124,1
"Endo",732,1884,"HUERS-P3",0.340935465370674,-0.0861755217427491,0.377,0.395,1
"Endo",732,1884,"LTR25",0.345033836063687,0.0498763597788244,0.161,0.146,1
"Endo",732,1884,"HERVKC4",0.358202027281474,-0.673884273388141,0.047,0.053,1
"Endo",732,1884,"HERVK",0.372581078097068,0.198888302061318,0.442,0.414,1
"Endo",732,1884,"PRIMAX",0.374885470813165,-0.059564924424336,0.205,0.199,1
"Endo",732,1884,"HERVK3",0.376120576950316,0.030668634479294,0.143,0.128,1
"Endo",732,1884,"HERVL40",0.384425218052733,-0.100542373788805,0.372,0.38,1
"Endo",732,1884,"HERVL32",0.388806444424876,-0.113653087957966,0.109,0.102,1
"Endo",732,1884,"HERVIP10FH",0.422207706154476,-0.307254353994703,0.151,0.153,1
